amount_tsh,gps_height,longitude,latitude,basin,population,public_meeting,scheme_management,permit,construction_year,extraction_type,extraction_type_class,management_group,payment_type,water_quality,quality_group,quantity,source,source_class,waterpoint_type
0.0,0,33.15860149,-8.96275825,Lake Rukwa,0,True,VWC,True,0,india mark ii,handpump,user-group,on failure,soft,good,enough,hand dtw,groundwater,hand pump
0.0,0,31.64709856,-1.61285678,Lake Victoria,0,True,VWC,True,0,gravity,gravity,user-group,never pay,soft,good,enough,spring,groundwater,improved spring
0.0,274,38.48729389,-11.15210889,Ruvuma / Southern Coast,110,True,VWC,True,1986,submersible,submersible,user-group,never pay,soft,good,dry,machine dbh,groundwater,communal standpipe multiple
0.0,2315,34.25160181,-9.26894722,Lake Nyasa,0,True,VWC,False,2010,gravity,gravity,user-group,never pay,soft,good,enough,spring,groundwater,communal standpipe
0.0,1330,36.77562296,-3.36967923,Pangani,60,True,VWC,True,2003,gravity,gravity,user-group,unknown,soft,good,insufficient,spring,groundwater,communal standpipe
0.0,742,36.13354599,-10.2834875,Rufiji,250,True,WUG,True,1996,other,other,user-group,on failure,soft,good,enough,shallow well,groundwater,other
0.0,0,35.88782952,-4.63063758,Internal,0,True,VWC,False,0,mono,motorpump,user-group,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe
0.0,0,35.88295355,-6.17092838,Wami / Ruvu,0,True,VWC,False,0,mono,motorpump,user-group,per bucket,salty,salty,insufficient,machine dbh,groundwater,communal standpipe multiple
500.0,405,37.5034589,-6.26395815,Wami / Ruvu,6,True,VWC,True,2005,gravity,gravity,user-group,monthly,soft,good,enough,river,surface,communal standpipe
0.0,1252,37.10264323,-3.19882011,Pangani,1,True,Water Board,True,2002,gravity,gravity,user-group,monthly,soft,good,enough,spring,groundwater,communal standpipe
1000.0,1319,34.41477075,-2.01098304,Lake Victoria,600,True,WUG,,1999,afridev,handpump,user-group,monthly,salty,salty,enough,machine dbh,groundwater,hand pump
50.0,44,39.30807647,-6.97764162,Wami / Ruvu,735,True,Private operator,False,2008,submersible,submersible,commercial,per bucket,soft,good,enough,machine dbh,groundwater,other
0.0,283,36.1180225,-8.89041402,Rufiji,600,True,,True,2009,swn 80,handpump,user-group,never pay,soft,good,enough,shallow well,groundwater,hand pump
1000.0,915,35.93567143,-10.61436573,Rufiji,200,True,VWC,True,1991,gravity,gravity,user-group,annually,soft,good,seasonal,river,surface,communal standpipe
100.0,2251,34.03729269,-9.26307524,Lake Nyasa,0,True,WUA,False,1982,gravity,gravity,user-group,monthly,soft,good,enough,spring,groundwater,communal standpipe
0.0,1195,34.34996814,-1.43455715,Lake Victoria,50,True,,True,2009,india mark ii,handpump,user-group,unknown,soft,good,enough,machine dbh,groundwater,hand pump
0.0,-13,38.85204767,-5.78123908,Pangani,60,True,VWC,False,2007,other,other,user-group,never pay,salty,salty,insufficient,shallow well,groundwater,other
50.0,85,38.90596271,-6.72427232,Wami / Ruvu,1,True,Water authority,True,2004,mono,motorpump,commercial,per bucket,soft,good,enough,river,surface,communal standpipe
500.0,361,37.50532015,-6.2686180999999985,Wami / Ruvu,25,True,VWC,True,2005,gravity,gravity,user-group,monthly,soft,good,enough,river,surface,communal standpipe
0.0,370,39.12423405,-10.85491137,Ruvuma / Southern Coast,70,True,VWC,True,2008,gravity,gravity,user-group,never pay,soft,good,enough,spring,groundwater,communal standpipe
0.0,1812,36.64149276,-3.25129319,Pangani,150,True,VWC,True,2004,gravity,gravity,user-group,never pay,soft,good,insufficient,spring,groundwater,communal standpipe
0.0,1393,34.57003086,-1.6635393,Lake Victoria,1000,,Other,True,1996,nira/tanira,handpump,user-group,unknown,soft,good,enough,shallow well,groundwater,hand pump
0.0,397,37.95162261,-9.4595649,Ruvuma / Southern Coast,350,True,VWC,True,2011,india mark ii,handpump,user-group,unknown,salty,salty,dry,machine dbh,groundwater,hand pump
0.0,323,38.8179312,-10.4888187,Ruvuma / Southern Coast,380,True,VWC,False,1979,other,other,user-group,never pay,unknown,unknown,dry,machine dbh,groundwater,communal standpipe
300.0,305,36.9938558,-7.5980046,Rufiji,150,True,VWC,True,2011,gravity,gravity,user-group,on failure,soft,good,enough,river,surface,communal standpipe
0.0,1012,35.56341508,-10.668397,Ruvuma / Southern Coast,0,False,Other,True,1993,nira/tanira,handpump,other,on failure,soft,good,dry,shallow well,groundwater,hand pump
0.0,0,33.18164042,-2.84740254,Lake Victoria,0,,VWC,True,0,nira/tanira,handpump,user-group,never pay,soft,good,enough,shallow well,groundwater,hand pump
50.0,1136,34.85114151,-5.86992043,Internal,1350,True,VWC,True,2008,mono,motorpump,user-group,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe multiple
20.0,276,38.40846031,-6.11621275,Wami / Ruvu,40,True,WUA,True,2003,ksb,submersible,user-group,per bucket,soft,good,enough,river,surface,communal standpipe
0.0,1257,33.83482414,-1.81527612,Lake Victoria,250,,VWC,True,1994,nira/tanira,handpump,user-group,unknown,soft,good,enough,shallow well,groundwater,hand pump
5000.0,1582,34.53541644,-9.1049567,Rufiji,75,True,WUA,True,1993,gravity,gravity,user-group,annually,soft,good,enough,river,surface,communal standpipe
250.0,1319,30.01887332,-4.32206646,Lake Tanganyika,650,True,Water authority,True,1982,gravity,gravity,user-group,monthly,unknown,unknown,unknown,river,surface,communal standpipe
500.0,452,37.09009061,-6.87712456,Wami / Ruvu,300,True,VWC,True,2004,swn 80,handpump,user-group,monthly,soft,good,enough,shallow well,groundwater,hand pump
0.0,1519,34.68217662,-5.0618179,Internal,1,True,VWC,,1970,mono,motorpump,user-group,unknown,soft,good,dry,machine dbh,groundwater,communal standpipe
10.0,1369,37.15029207,-3.23104179,Pangani,100,True,Water Board,True,1999,gravity,gravity,user-group,per bucket,soft,good,enough,spring,groundwater,communal standpipe
0.0,973,35.42167485,-10.5730423,Ruvuma / Southern Coast,250,True,VWC,True,1999,gravity,gravity,user-group,never pay,soft,good,dry,river,surface,communal standpipe
0.0,1158,34.35044455,-1.44950565,Lake Victoria,250,True,,True,2008,india mark ii,handpump,user-group,unknown,soft,good,enough,machine dbh,groundwater,hand pump
500.0,285,36.22857376,-8.20774224,Rufiji,1000,True,,True,1984,swn 80,handpump,user-group,monthly,soft,good,insufficient,shallow well,groundwater,hand pump
0.0,0,33.23090356,-3.98794914,Internal,0,True,VWC,False,0,nira/tanira,handpump,user-group,never pay,salty,salty,enough,shallow well,groundwater,hand pump
0.0,1272,36.76280515,-3.38646553,Pangani,110,True,VWC,True,2011,gravity,gravity,user-group,unknown,soft,good,enough,spring,groundwater,communal standpipe
0.0,0,33.66309273,-9.006155699999997,Lake Nyasa,0,False,VWC,False,0,gravity,gravity,user-group,on failure,soft,good,enough,river,surface,communal standpipe
0.0,0,33.15422747,-3.97028753,Internal,0,True,VWC,False,0,afridev,handpump,user-group,monthly,salty,salty,enough,machine dbh,groundwater,hand pump
0.0,911,36.0473653,-10.58557303,Ruvuma / Southern Coast,240,True,WUG,False,1995,swn 80,handpump,user-group,annually,soft,good,insufficient,shallow well,groundwater,hand pump
0.0,1730,35.47495389,-8.0320277,Rufiji,450,False,VWC,True,1990,swn 80,handpump,user-group,never pay,soft,good,enough,machine dbh,groundwater,hand pump
0.0,0,32.65937269,-2.91389861,Lake Victoria,0,True,VWC,True,0,other - rope pump,rope pump,user-group,unknown,soft,good,seasonal,shallow well,groundwater,other
0.0,1166,36.97507712,-3.36066827,Pangani,120,True,VWC,True,1994,gravity,gravity,user-group,unknown,soft,good,insufficient,river,surface,communal standpipe
0.0,0,30.9129138,-1.16744999,Lake Victoria,0,True,,True,0,india mark ii,handpump,user-group,never pay,salty,salty,insufficient,shallow well,groundwater,hand pump
1000.0,2137,34.54044352,-9.3179014,Lake Nyasa,50,True,VWC,False,2000,gravity,gravity,user-group,annually,soft,good,enough,spring,groundwater,communal standpipe
0.0,0,0.0,-2e-08,Lake Victoria,0,True,VWC,True,0,nira/tanira,handpump,user-group,never pay,salty,salty,dry,shallow well,groundwater,hand pump
0.0,260,36.68717505,-8.12593627,Rufiji,500,True,,True,2003,nira/tanira,handpump,user-group,never pay,soft,good,insufficient,shallow well,groundwater,hand pump
0.0,0,31.62175124,-1.89508106,Lake Victoria,0,False,VWC,False,0,gravity,gravity,user-group,never pay,soft,good,enough,spring,groundwater,improved spring
0.0,1212,34.17328339,-1.70818688,Lake Victoria,350,,VWC,False,1990,swn 80,handpump,user-group,unknown,salty,salty,enough,machine dbh,groundwater,hand pump
0.0,1227,37.52407025,-3.30686147,Pangani,1,False,VWC,True,1972,gravity,gravity,user-group,never pay,soft,good,enough,spring,groundwater,other
250.0,1355,30.13591881,-4.31564284,Lake Tanganyika,750,True,Water authority,True,2002,gravity,gravity,user-group,monthly,soft,good,enough,spring,groundwater,communal standpipe multiple
0.0,1616,34.47909223,-1.35320055,Lake Victoria,250,True,,True,1999,other,other,user-group,unknown,soft,good,enough,spring,groundwater,improved spring
1000.0,-33,39.06091472,-5.29390892,Pangani,1,True,VWC,True,1985,gravity,gravity,user-group,never pay,soft,good,insufficient,machine dbh,groundwater,communal standpipe multiple
0.0,1559,34.77678551,-5.03166239,Internal,1,True,VWC,,1980,other,other,user-group,unknown,unknown,unknown,dry,shallow well,groundwater,other
0.0,0,33.92166927,-4.22670234,Internal,0,True,Water authority,True,0,gravity,gravity,user-group,per bucket,soft,good,enough,dam,surface,communal standpipe multiple
0.0,0,31.70033377,-2.62240663,Lake Victoria,0,True,WUA,True,0,afridev,handpump,user-group,monthly,soft,good,enough,hand dtw,groundwater,hand pump
30.0,1085,31.07393259,-6.33360825,Lake Rukwa,1,True,Water authority,True,2006,submersible,submersible,commercial,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe
0.0,0,32.84379354,-2.91219656,Lake Victoria,0,,VWC,True,0,ksb,submersible,user-group,never pay,soft,good,enough,lake,surface,communal standpipe multiple
0.0,1198,36.71840653,-3.4605617,Pangani,1,False,Water Board,,2000,gravity,gravity,user-group,never pay,soft,good,insufficient,spring,groundwater,communal standpipe
0.0,0,34.381237799999994,-3.10227667,Lake Victoria,0,True,WUG,True,0,nira/tanira,handpump,user-group,never pay,soft,good,enough,shallow well,groundwater,hand pump
2500.0,761,36.96229254,-11.20799635,Ruvuma / Southern Coast,1,True,VWC,False,2007,other - swn 81,handpump,user-group,annually,soft,good,insufficient,machine dbh,groundwater,hand pump
0.0,0,32.99111594,-4.94877094,Lake Tanganyika,0,True,VWC,True,0,afridev,handpump,user-group,unknown,soft,good,enough,shallow well,groundwater,hand pump
0.0,2111,34.24977962,-9.36639253,Lake Nyasa,0,True,VWC,False,1984,gravity,gravity,user-group,never pay,soft,good,enough,spring,groundwater,communal standpipe
0.0,0,33.35249577,-8.90204934,Lake Rukwa,0,True,VWC,True,0,gravity,gravity,user-group,on failure,soft,good,dry,river,surface,communal standpipe
0.0,0,32.23042873,-3.48474999,Lake Tanganyika,0,True,WUG,True,0,nira/tanira,handpump,user-group,unknown,soft,good,insufficient,unknown,unknown,hand pump
50.0,92,39.14244379,-6.7444098,Wami / Ruvu,1,True,VWC,False,1970,submersible,submersible,user-group,per bucket,soft,good,dry,river,surface,communal standpipe
0.0,25,38.73474906,-6.74094751,Wami / Ruvu,1,True,VWC,True,2008,gravity,gravity,user-group,never pay,soft,good,enough,spring,groundwater,hand pump
0.0,0,32.72501045,-8.8435285,Lake Rukwa,0,False,VWC,False,0,nira/tanira,handpump,user-group,never pay,soft,good,seasonal,shallow well,groundwater,hand pump
0.0,1289,34.83596578,-5.74070498,Internal,100,False,,False,1982,other,other,other,never pay,soft,good,enough,shallow well,groundwater,communal standpipe
0.0,0,0.0,-2e-08,Lake Victoria,0,,WUG,False,0,nira/tanira,handpump,user-group,unknown,soft,good,enough,shallow well,groundwater,hand pump
0.0,0,33.86027298,-9.40697629,Lake Nyasa,0,True,Water authority,,0,gravity,gravity,commercial,unknown,soft,good,enough,spring,groundwater,communal standpipe
0.0,560,34.85720969,-11.28910678,Lake Nyasa,60,,VWC,True,1996,nira/tanira,handpump,user-group,unknown,soft,good,dry,shallow well,groundwater,hand pump
0.0,1346,37.28725793,-3.22957948,Pangani,60,False,VWC,True,1976,gravity,gravity,user-group,never pay,soft,good,insufficient,spring,groundwater,other
500.0,382,37.49990103,-6.26944941,Wami / Ruvu,20,True,VWC,True,1984,gravity,gravity,user-group,monthly,soft,good,enough,river,surface,communal standpipe
0.0,759,30.62582148,-7.36696174,Lake Tanganyika,800,False,VWC,False,1988,nira/tanira,handpump,user-group,never pay,soft,good,enough,shallow well,groundwater,hand pump
250.0,1255,30.3504692,-4.38976585,Lake Tanganyika,230,True,Water authority,True,2006,gravity,gravity,user-group,monthly,soft,good,enough,spring,groundwater,communal standpipe multiple
0.0,0,0.0,-2e-08,Lake Victoria,0,True,WUG,False,0,swn 80,handpump,user-group,never pay,soft,good,enough,shallow well,groundwater,hand pump
0.0,1019,36.7257321,-4.65149596,Internal,230,True,VWC,True,2006,submersible,submersible,user-group,never pay,salty,salty,dry,machine dbh,groundwater,communal standpipe
0.0,0,30.55863664,-2.48795939,Lake Victoria,0,True,VWC,False,0,gravity,gravity,user-group,never pay,soft,good,enough,spring,groundwater,communal standpipe
0.0,968,35.84870932,-10.53641488,Rufiji,220,True,VWC,True,1978,gravity,gravity,user-group,never pay,soft,good,dry,river,surface,communal standpipe
0.0,1102,31.02374625,-6.30997055,Lake Rukwa,150,True,VWC,True,1984,gravity,gravity,user-group,on failure,soft,good,enough,spring,groundwater,improved spring
0.0,0,33.2534077,-2.97900295,Lake Victoria,0,True,VWC,True,0,nira/tanira,handpump,user-group,never pay,soft,good,insufficient,shallow well,groundwater,hand pump
30.0,62,38.71300044,-6.88474177,Wami / Ruvu,250,True,VWC,True,2007,india mark ii,handpump,user-group,per bucket,salty,salty,enough,machine dbh,groundwater,hand pump
50000.0,1024,36.7252093,-4.64997208,Internal,320,True,VWC,True,2010,submersible,submersible,user-group,monthly,salty,salty,insufficient,machine dbh,groundwater,communal standpipe
0.0,1178,31.09063206,-6.28055413,Lake Rukwa,244,False,Other,True,2008,india mark ii,handpump,other,never pay,soft,good,enough,machine dbh,groundwater,hand pump
0.0,0,31.13279874,-1.72921469,Lake Victoria,0,True,,True,0,gravity,gravity,other,never pay,soft,good,seasonal,rainwater harvesting,surface,communal standpipe
0.0,399,37.82687164,-6.84488038,Wami / Ruvu,1,True,VWC,True,1994,gravity,gravity,user-group,never pay,unknown,unknown,dry,river,surface,communal standpipe
0.0,0,32.90780018,-8.81721746,Lake Rukwa,0,False,VWC,False,0,nira/tanira,handpump,user-group,on failure,soft,good,seasonal,shallow well,groundwater,hand pump
0.0,280,36.92947732,-7.73946229,Rufiji,50,True,VWC,True,2002,gravity,gravity,user-group,never pay,soft,good,insufficient,river,surface,communal standpipe
2200.0,1728,35.38297031,-7.96159309,Rufiji,322,True,VWC,True,1983,gravity,gravity,user-group,annually,soft,good,enough,spring,groundwater,communal standpipe
0.0,0,33.41525667,-4.32118684,Internal,0,True,Water authority,False,0,ksb,submersible,user-group,never pay,soft,good,insufficient,dam,surface,communal standpipe multiple
0.0,1138,31.2181339,-6.37128805,Lake Rukwa,150,False,Water authority,True,1972,gravity,gravity,commercial,never pay,soft,good,enough,spring,groundwater,communal standpipe
0.0,1318,36.53232418,-3.40197851,Internal,200,True,VWC,True,2012,gravity,gravity,user-group,unknown,soft,good,insufficient,spring,groundwater,communal standpipe
20.0,1268,36.86822562,-6.14008596,Wami / Ruvu,150,True,Water authority,True,2006,gravity,gravity,commercial,per bucket,soft,good,enough,spring,groundwater,communal standpipe
0.0,1665,38.34557798,-4.7494209000000005,Pangani,1,True,VWC,True,2000,gravity,gravity,user-group,never pay,soft,good,enough,spring,groundwater,communal standpipe
0.0,365,39.12505929,-10.86585078,Ruvuma / Southern Coast,68,True,VWC,True,2009,gravity,gravity,user-group,never pay,soft,good,enough,spring,groundwater,communal standpipe
0.0,1660,34.48078831,-9.71650066,Lake Nyasa,60,True,VWC,False,1992,gravity,gravity,user-group,on failure,soft,good,seasonal,spring,groundwater,communal standpipe
0.0,0,36.53734644,-6.24801976,Wami / Ruvu,0,True,VWC,False,0,gravity,gravity,user-group,never pay,soft,good,enough,spring,groundwater,communal standpipe
0.0,524,37.59790872,-6.90563824,Wami / Ruvu,200,True,VWC,True,1981,other,other,user-group,never pay,soft,good,enough,shallow well,groundwater,other
50.0,40,39.42470820000001,-6.99815437,Wami / Ruvu,100,True,SWC,False,2010,submersible,submersible,other,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe
0.0,215,39.69430639,-10.83124009,Ruvuma / Southern Coast,550,True,Water Board,True,1980,submersible,submersible,user-group,never pay,soft,good,dry,machine dbh,groundwater,communal standpipe multiple
0.0,0,31.66544772,-2.72092281,Lake Victoria,0,True,WUA,True,0,nira/tanira,handpump,user-group,annually,soft,good,enough,shallow well,groundwater,hand pump
0.0,0,32.73504453,-5.78165188,Lake Tanganyika,0,True,VWC,True,0,other,other,user-group,per bucket,soft,good,dry,spring,groundwater,communal standpipe
50.0,1557,36.56376183,-5.30186505,Internal,216,False,Water Board,False,1997,submersible,submersible,user-group,per bucket,salty,salty,insufficient,machine dbh,groundwater,communal standpipe
0.0,331,38.81321528,-10.49067991,Ruvuma / Southern Coast,230,True,VWC,False,1979,other,other,user-group,never pay,unknown,unknown,dry,machine dbh,groundwater,communal standpipe
20.0,270,39.32440422,-9.94576837,Ruvuma / Southern Coast,1,False,WUA,False,2011,gravity,gravity,user-group,per bucket,soft,good,enough,river,surface,communal standpipe multiple
100.0,1095,29.71178357,-4.67540744,Lake Tanganyika,145,True,VWC,True,1980,gravity,gravity,user-group,monthly,soft,good,enough,river,surface,communal standpipe multiple
500.0,1689,34.74371969,-8.98348466,Rufiji,250,True,VWC,False,2008,gravity,gravity,user-group,monthly,soft,good,enough,spring,groundwater,communal standpipe
0.0,1729,38.30959514,-4.6440261,Pangani,1,True,VWC,True,1985,gravity,gravity,user-group,never pay,soft,good,enough,spring,groundwater,communal standpipe
500.0,1445,34.66872761,-4.73464862,Internal,80,True,WUG,True,2004,afridev,handpump,user-group,monthly,soft,good,enough,machine dbh,groundwater,hand pump
0.0,1211,37.63441585,-3.65173403,Pangani,100,True,Water Board,False,1995,gravity,gravity,user-group,never pay,soft,good,insufficient,river,surface,communal standpipe
0.0,0,30.57242074,-2.77483382,Lake Victoria,0,True,WUG,False,0,nira/tanira,handpump,user-group,never pay,soft,good,dry,shallow well,groundwater,hand pump
3600.0,894,29.81381701,-4.87962795,Lake Tanganyika,150,True,WUG,True,1979,gravity,gravity,user-group,annually,soft,good,enough,river,surface,communal standpipe multiple
0.0,1288,36.966012,-3.25948588,Pangani,98,True,VWC,True,2003,gravity,gravity,user-group,unknown,soft,good,insufficient,spring,groundwater,communal standpipe
0.0,0,0.0,-2e-08,Lake Victoria,0,True,VWC,True,0,nira/tanira,handpump,user-group,never pay,soft,good,insufficient,shallow well,groundwater,hand pump
0.0,1186,35.65871794,-4.1498684,Internal,240,True,VWC,True,2012,gravity,gravity,user-group,never pay,soft,good,enough,river,surface,communal standpipe
0.0,0,35.80365356,-4.60331047,Internal,0,True,VWC,False,0,gravity,gravity,user-group,never pay,soft,good,enough,spring,groundwater,communal standpipe
0.0,0,0.0,-2e-08,Lake Victoria,0,True,VWC,True,0,afridev,handpump,user-group,never pay,soft,good,insufficient,machine dbh,groundwater,hand pump
300.0,1355,35.09122706,-9.07809535,Rufiji,20,True,VWC,False,2008,gravity,gravity,user-group,monthly,soft,good,enough,river,surface,communal standpipe
0.0,1393,36.68571714,-3.37002748,Pangani,0,True,Water Board,,2000,submersible,submersible,user-group,never pay,soft,good,enough,machine dbh,groundwater,communal standpipe
1000.0,608,36.88596258,-11.24386011,Ruvuma / Southern Coast,1,True,VWC,False,1990,gravity,gravity,user-group,annually,soft,good,enough,dam,surface,communal standpipe multiple
0.0,0,35.58848995,-6.30340724,Internal,0,True,VWC,False,0,india mark ii,handpump,user-group,never pay,salty,salty,insufficient,shallow well,groundwater,hand pump
0.0,1489,34.78800039,-4.79274321,Internal,86,True,WUG,True,2007,afridev,handpump,user-group,never pay,soft,good,enough,machine dbh,groundwater,hand pump
0.0,987,35.96345539,-3.66499193,Internal,1,False,VWC,,2000,nira/tanira,handpump,user-group,never pay,soft,good,insufficient,shallow well,groundwater,hand pump
0.0,1212,37.6372131,-3.24947114,Pangani,1,True,Company,True,2003,gravity,gravity,commercial,monthly,soft,good,insufficient,spring,groundwater,communal standpipe
0.0,53,39.49154794,-10.21282228,Ruvuma / Southern Coast,243,True,VWC,False,2006,ksb,submersible,user-group,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe multiple
0.0,0,33.70152651,-9.52181835,Lake Nyasa,0,True,Water authority,True,0,gravity,gravity,commercial,monthly,soft,good,dry,spring,groundwater,communal standpipe
0.0,0,33.3411603,-2.57942979,Lake Victoria,0,True,VWC,True,0,other,other,user-group,never pay,salty,salty,dry,shallow well,groundwater,other
50.0,68,39.00922329,-6.77329549,Wami / Ruvu,2685,False,Private operator,True,2010,mono,motorpump,commercial,per bucket,soft,good,insufficient,river,surface,communal standpipe multiple
0.0,10,39.17222111,-8.39572812,Rufiji,396,True,,True,1998,other,other,user-group,never pay,salty,salty,insufficient,shallow well,groundwater,other
0.0,809,37.44755438,-5.94210851,Wami / Ruvu,1,True,VWC,True,1982,gravity,gravity,user-group,never pay,soft,good,insufficient,river,surface,communal standpipe
500.0,334,37.55169931,-6.23880045,Wami / Ruvu,63,True,VWC,True,2006,gravity,gravity,user-group,monthly,soft,good,enough,river,surface,communal standpipe
0.0,1267,36.85373255,-6.131063200000002,Wami / Ruvu,150,True,VWC,True,2006,gravity,gravity,user-group,never pay,soft,good,enough,spring,groundwater,communal standpipe
20.0,1761,35.10897387,-4.13920926,Internal,369,True,Parastatal,True,2006,mono,motorpump,parastatal,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe
0.0,0,33.17286154,-3.86987326,Internal,0,True,WUG,True,0,nira/tanira,handpump,user-group,never pay,soft,good,insufficient,shallow well,groundwater,hand pump
0.0,0,33.1722789,-4.21510756,Internal,0,False,Water authority,True,0,ksb,submersible,commercial,per bucket,coloured,colored,insufficient,dam,surface,communal standpipe multiple
0.0,317,39.05175667,-10.85019957,Ruvuma / Southern Coast,1,True,VWC,True,1985,other,other,user-group,unknown,soft,good,dry,shallow well,groundwater,other
0.0,986,35.42735996,-10.57919637,Lake Nyasa,0,True,VWC,True,2009,gravity,gravity,user-group,never pay,soft,good,dry,river,surface,communal standpipe
200.0,700,39.24643118,-10.11463864,Ruvuma / Southern Coast,256,False,WUA,False,1983,ksb,submersible,user-group,per bucket,soft,good,enough,river,surface,communal standpipe
0.0,197,39.84700478,-10.64239399,Ruvuma / Southern Coast,420,True,VWC,True,2012,mono,motorpump,user-group,unknown,salty,salty,enough,machine dbh,groundwater,communal standpipe multiple
10.0,1537,35.6049075,-3.58415447,Internal,200,True,VWC,True,1994,gravity,gravity,user-group,per bucket,soft,good,seasonal,river,surface,communal standpipe
0.0,338,38.53054153,-4.98822996,Pangani,250,True,VWC,False,1978,gravity,gravity,user-group,never pay,soft,good,insufficient,river,surface,communal standpipe
500.0,982,35.90217332,-10.18200896,Lake Nyasa,790,True,WUG,False,1998,swn 80,handpump,user-group,monthly,soft,good,enough,shallow well,groundwater,hand pump
0.0,0,35.3539463,-6.23537476,Internal,0,True,VWC,True,0,mono,motorpump,user-group,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe
0.0,1365,37.18373891,-5.39334108,Pangani,1,True,VWC,False,2009,submersible,submersible,user-group,never pay,soft,good,enough,machine dbh,groundwater,communal standpipe
5000.0,1265,35.80928969,-7.50477271,Rufiji,1,True,VWC,True,1990,gravity,gravity,user-group,annually,soft,good,enough,spring,groundwater,communal standpipe
0.0,834,36.12880867,-10.4682732,Rufiji,250,True,WUA,True,1982,gravity,gravity,user-group,never pay,soft,good,insufficient,river,surface,communal standpipe multiple
0.0,1278,37.07314828,-3.182673,Pangani,1,True,Water Board,True,2002,gravity,gravity,user-group,monthly,soft,good,enough,spring,groundwater,communal standpipe
0.0,0,32.53422718,-4.96962656,Lake Tanganyika,0,True,VWC,True,0,nira/tanira,handpump,user-group,never pay,salty,salty,enough,shallow well,groundwater,hand pump
0.0,1692,34.90576687,-4.81946815,Internal,1,True,VWC,,1980,other,other,user-group,unknown,unknown,unknown,dry,shallow well,groundwater,other
0.0,1518,31.27693184,-7.31188131,Lake Rukwa,1,False,VWC,False,2008,swn 80,handpump,user-group,unknown,salty,salty,enough,shallow well,groundwater,hand pump
10.0,442,37.14223119,-6.78668744,Wami / Ruvu,40,True,VWC,True,1998,submersible,submersible,user-group,per bucket,soft,good,enough,machine dbh,groundwater,communal standpipe
0.0,0,33.65432593,-9.33268304,Lake Nyasa,0,True,VWC,,0,gravity,gravity,user-group,never pay,soft,good,insufficient,spring,groundwater,communal standpipe
2000.0,884,35.12289053,-7.75429366,Rufiji,1,True,VWC,True,2009,gravity,gravity,user-group,annually,soft,good,enough,spring,groundwater,communal standpipe
2000.0,1012,35.06434879,-7.92106026,Rufiji,1,True,VWC,True,1989,gravity,gravity,user-group,annually,soft,good,enough,spring,groundwater,communal standpipe
0.0,1140,33.4697132,-2.15142021,Lake Victoria,450,False,WUG,False,1997,other,other,user-group,unknown,salty,salty,insufficient,shallow well,groundwater,other
25.0,259,39.32700758,-9.951662400000002,Ruvuma / Southern Coast,83,False,WUA,False,1983,gravity,gravity,user-group,per bucket,soft,good,enough,river,surface,communal standpipe
500.0,1829,36.63926022,-3.23834822,Pangani,150,True,VWC,True,1990,gravity,gravity,user-group,on failure,soft,good,insufficient,spring,groundwater,communal standpipe
0.0,0,33.25979492,-3.74793075,Internal,0,False,Parastatal,True,0,nira/tanira,handpump,parastatal,never pay,soft,good,seasonal,shallow well,groundwater,hand pump
0.0,1250,36.90804899,-3.3695992999999995,Pangani,120,True,VWC,False,1964,gravity,gravity,user-group,unknown,soft,good,seasonal,river,surface,communal standpipe
0.0,308,36.51614941,-8.51968324,Rufiji,1,True,,True,1985,gravity,gravity,user-group,never pay,soft,good,dry,river,surface,communal standpipe
10.0,1192,37.17121275,-3.26258214,Pangani,100,True,Water Board,True,1999,gravity,gravity,user-group,per bucket,soft,good,enough,spring,groundwater,communal standpipe
0.0,-33,39.82001904,-7.75895464,Rufiji,900,True,VWC,False,0,other,other,user-group,never pay,coloured,colored,enough,shallow well,groundwater,other
500.0,2073,34.65088478,-9.34734583,Rufiji,50,True,VWC,True,2008,gravity,gravity,user-group,monthly,soft,good,enough,spring,groundwater,communal standpipe
0.0,0,31.64603298,-1.22280964,Lake Victoria,0,True,VWC,True,0,other,other,user-group,never pay,soft,good,insufficient,spring,groundwater,improved spring
0.0,1413,30.66970227,-3.58194016,Lake Tanganyika,230,True,VWC,False,2002,nira/tanira,handpump,user-group,unknown,soft,good,insufficient,shallow well,groundwater,hand pump
0.0,0,33.32189463,-2.83502255,Lake Victoria,0,True,VWC,True,0,nira/tanira,handpump,user-group,never pay,soft,good,enough,shallow well,groundwater,hand pump
0.0,1135,33.5138859,-1.83687655,Lake Victoria,350,,VWC,True,1970,gravity,gravity,user-group,unknown,soft,good,enough,lake,surface,communal standpipe
0.0,0,32.5106314,-4.39780782,Lake Tanganyika,0,True,VWC,True,0,afridev,handpump,user-group,per bucket,soft,good,enough,shallow well,groundwater,hand pump
0.0,729,38.66131622,-4.89959115,Pangani,150,True,VWC,False,2010,gravity,gravity,user-group,never pay,soft,good,insufficient,spring,groundwater,communal standpipe
0.0,964,37.07645706,-3.34162224,Pangani,1,True,Water Board,True,0,gravity,gravity,user-group,monthly,soft,good,enough,spring,groundwater,communal standpipe
